timestamp,url,sample,time_connect,time_starttransfer,time_total,http_code,size_download
2026-02-22T22:54:43Z,http://localhost:4174/race-track-fhir-pipeline?ab=a,1,0.001044,0.017361,0.017450,200,1951
2026-02-22T22:54:43Z,http://localhost:4174/race-track-fhir-pipeline?ab=a,2,0.000996,0.018826,0.018941,200,1951
2026-02-22T22:54:43Z,http://localhost:4174/race-track-fhir-pipeline?ab=a,3,0.000853,0.015119,0.015206,200,1951
2026-02-22T22:54:43Z,http://localhost:4174/race-track-fhir-pipeline?ab=a,4,0.000937,0.016039,0.016143,200,1951
2026-02-22T22:54:43Z,http://localhost:4174/race-track-fhir-pipeline?ab=a,5,0.000977,0.017737,0.017828,200,1951
2026-02-22T22:54:43Z,http://localhost:4174/race-track-fhir-pipeline?ab=b,1,0.000956,0.015868,0.015960,200,1951
2026-02-22T22:54:43Z,http://localhost:4174/race-track-fhir-pipeline?ab=b,2,0.000805,0.015426,0.015513,200,1951
2026-02-22T22:54:43Z,http://localhost:4174/race-track-fhir-pipeline?ab=b,3,0.000664,0.017866,0.017960,200,1951
2026-02-22T22:54:43Z,http://localhost:4174/race-track-fhir-pipeline?ab=b,4,0.000832,0.025783,0.025876,200,1951
2026-02-22T22:54:43Z,http://localhost:4174/race-track-fhir-pipeline?ab=b,5,0.001008,0.015390,0.015480,200,1951
2026-02-22T22:54:43Z,http://localhost:4174/race-track-fhir-pipeline,1,0.000819,0.017576,0.017670,200,1951
2026-02-22T22:54:43Z,http://localhost:4174/race-track-fhir-pipeline,2,0.000830,0.015331,0.015694,200,1951
2026-02-22T22:54:43Z,http://localhost:4174/race-track-fhir-pipeline,3,0.000795,0.016984,0.017090,200,1951
2026-02-22T22:54:43Z,http://localhost:4174/race-track-fhir-pipeline,4,0.000837,0.017311,0.017398,200,1951
2026-02-22T22:54:43Z,http://localhost:4174/race-track-fhir-pipeline,5,0.000657,0.015808,0.015956,200,1951
2026-02-22T22:54:43Z,http://localhost:4174/race-track-fhir-pipeline.html,1,0.000752,0.016140,0.016731,200,20604
2026-02-22T22:54:43Z,http://localhost:4174/race-track-fhir-pipeline.html,2,0.000818,0.020035,0.020685,200,20604
2026-02-22T22:54:43Z,http://localhost:4174/race-track-fhir-pipeline.html,3,0.000995,0.028733,0.029145,200,20604
2026-02-22T22:54:43Z,http://localhost:4174/race-track-fhir-pipeline.html,4,0.000807,0.010678,0.011010,200,20604
2026-02-22T22:54:43Z,http://localhost:4174/race-track-fhir-pipeline.html,5,0.000776,0.015442,0.015743,200,20604
2026-02-22T22:54:43Z,http://localhost:4174/race-track-fhir-pipeline-b.html,1,0.000680,0.016763,0.017228,200,20508
2026-02-22T22:54:43Z,http://localhost:4174/race-track-fhir-pipeline-b.html,2,0.000821,0.018048,0.018782,200,20508
2026-02-22T22:54:43Z,http://localhost:4174/race-track-fhir-pipeline-b.html,3,0.000936,0.018977,0.019625,200,20508
2026-02-22T22:54:43Z,http://localhost:4174/race-track-fhir-pipeline-b.html,4,0.000862,0.017700,0.018297,200,20508
2026-02-22T22:54:43Z,http://localhost:4174/race-track-fhir-pipeline-b.html,5,0.000706,0.017779,0.018409,200,20508
