candidate_name,current_role,archetype,market_coverage,source_channel,warm_intro_contact,outreach_status,last_touch_date,screen_score,interview_score,reference_score,total_score,gate_outcome,availability_hours_per_week,top_risk,next_step,owner
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
