timestamp,url,sample,time_connect,time_starttransfer,time_total,http_code,size_download
2026-02-22T23:00:00Z,http://localhost:4174/race-track-fhir-pipeline?ab=a,1,0.000606,0.529115,0.529196,200,1951
2026-02-22T23:00:00Z,http://localhost:4174/race-track-fhir-pipeline?ab=a,2,0.000536,0.009946,0.010059,200,1951
2026-02-22T23:00:00Z,http://localhost:4174/race-track-fhir-pipeline?ab=a,3,0.000470,0.007992,0.008034,200,1951
2026-02-22T23:00:00Z,http://localhost:4174/race-track-fhir-pipeline?ab=a,4,0.000349,0.009573,0.009628,200,1951
2026-02-22T23:00:00Z,http://localhost:4174/race-track-fhir-pipeline?ab=a,5,0.000520,0.009611,0.009673,200,1951
2026-02-22T23:00:00Z,http://localhost:4174/race-track-fhir-pipeline?ab=b,1,0.000439,0.009674,0.009728,200,1951
2026-02-22T23:00:00Z,http://localhost:4174/race-track-fhir-pipeline?ab=b,2,0.000499,0.008731,0.008776,200,1951
2026-02-22T23:00:00Z,http://localhost:4174/race-track-fhir-pipeline?ab=b,3,0.000408,0.007983,0.008026,200,1951
2026-02-22T23:00:00Z,http://localhost:4174/race-track-fhir-pipeline?ab=b,4,0.000340,0.009321,0.009365,200,1951
2026-02-22T23:00:00Z,http://localhost:4174/race-track-fhir-pipeline?ab=b,5,0.000396,0.012290,0.012347,200,1951
2026-02-22T23:00:00Z,http://localhost:4174/race-track-fhir-pipeline,1,0.000391,0.008392,0.008430,200,1951
2026-02-22T23:00:00Z,http://localhost:4174/race-track-fhir-pipeline,2,0.000453,0.008022,0.008075,200,1951
2026-02-22T23:00:00Z,http://localhost:4174/race-track-fhir-pipeline,3,0.000393,0.008172,0.008222,200,1951
2026-02-22T23:00:00Z,http://localhost:4174/race-track-fhir-pipeline,4,0.000403,0.007577,0.007621,200,1951
2026-02-22T23:00:00Z,http://localhost:4174/race-track-fhir-pipeline,5,0.000403,0.008944,0.008992,200,1951
2026-02-22T23:00:00Z,http://localhost:4174/race-track-fhir-pipeline.html,1,0.000434,0.008206,0.008424,200,20604
2026-02-22T23:00:00Z,http://localhost:4174/race-track-fhir-pipeline.html,2,0.000381,0.007577,0.007816,200,20604
2026-02-22T23:00:00Z,http://localhost:4174/race-track-fhir-pipeline.html,3,0.000407,0.008550,0.008767,200,20604
2026-02-22T23:00:00Z,http://localhost:4174/race-track-fhir-pipeline.html,4,0.000370,0.007554,0.007808,200,20604
2026-02-22T23:00:00Z,http://localhost:4174/race-track-fhir-pipeline.html,5,0.000363,0.007901,0.008189,200,20604
2026-02-22T23:00:00Z,http://localhost:4174/race-track-fhir-pipeline-b.html,1,0.000383,0.013530,0.013755,200,20508
2026-02-22T23:00:00Z,http://localhost:4174/race-track-fhir-pipeline-b.html,2,0.000585,0.010502,0.010874,200,20508
2026-02-22T23:00:00Z,http://localhost:4174/race-track-fhir-pipeline-b.html,3,0.000495,0.008340,0.008638,200,20508
2026-02-22T23:00:00Z,http://localhost:4174/race-track-fhir-pipeline-b.html,4,0.000486,0.008845,0.009089,200,20508
2026-02-22T23:00:00Z,http://localhost:4174/race-track-fhir-pipeline-b.html,5,0.000499,0.008829,0.009107,200,20508
