timestamp,url,sample,time_connect,time_starttransfer,time_total,http_code,size_download
2026-02-22T15:11:09Z,https://web-gamma-snowy-38.vercel.app/race-track-fhir-pipeline?ab=a,1,0.026965,0.150190,0.150365,200,1951
2026-02-22T15:11:09Z,https://web-gamma-snowy-38.vercel.app/race-track-fhir-pipeline?ab=a,2,0.121788,0.358998,0.359108,200,1951
2026-02-22T15:11:09Z,https://web-gamma-snowy-38.vercel.app/race-track-fhir-pipeline?ab=a,3,0.031709,0.197565,0.197658,200,1951
2026-02-22T15:11:09Z,https://web-gamma-snowy-38.vercel.app/race-track-fhir-pipeline?ab=a,4,0.028215,0.131058,0.131175,200,1951
2026-02-22T15:11:09Z,https://web-gamma-snowy-38.vercel.app/race-track-fhir-pipeline?ab=a,5,0.020472,0.140098,0.140165,200,1951
2026-02-22T15:11:09Z,https://web-gamma-snowy-38.vercel.app/race-track-fhir-pipeline?ab=b,1,0.021093,0.134774,0.137821,200,1951
2026-02-22T15:11:09Z,https://web-gamma-snowy-38.vercel.app/race-track-fhir-pipeline?ab=b,2,0.024179,0.147351,0.147444,200,1951
2026-02-22T15:11:09Z,https://web-gamma-snowy-38.vercel.app/race-track-fhir-pipeline?ab=b,3,0.020370,0.141378,0.141484,200,1951
2026-02-22T15:11:09Z,https://web-gamma-snowy-38.vercel.app/race-track-fhir-pipeline?ab=b,4,0.021438,0.131329,0.131406,200,1951
2026-02-22T15:11:09Z,https://web-gamma-snowy-38.vercel.app/race-track-fhir-pipeline?ab=b,5,0.020171,0.141096,0.141237,200,1951
2026-02-22T15:11:09Z,https://web-gamma-snowy-38.vercel.app/race-track-fhir-pipeline,1,0.022549,0.132871,0.132968,200,1951
2026-02-22T15:11:09Z,https://web-gamma-snowy-38.vercel.app/race-track-fhir-pipeline,2,0.022666,0.126674,0.126762,200,1951
2026-02-22T15:11:09Z,https://web-gamma-snowy-38.vercel.app/race-track-fhir-pipeline,3,0.025556,0.148665,0.148782,200,1951
2026-02-22T15:11:09Z,https://web-gamma-snowy-38.vercel.app/race-track-fhir-pipeline,4,0.022037,0.148183,0.148272,200,1951
2026-02-22T15:11:09Z,https://web-gamma-snowy-38.vercel.app/race-track-fhir-pipeline,5,0.027409,0.160059,0.162455,200,1951
2026-02-22T15:11:09Z,https://web-gamma-snowy-38.vercel.app/race-track-fhir-pipeline.html,1,0.234156,0.546056,0.546222,200,20604
2026-02-22T15:11:09Z,https://web-gamma-snowy-38.vercel.app/race-track-fhir-pipeline.html,2,0.031774,0.150836,0.151008,200,20604
2026-02-22T15:11:09Z,https://web-gamma-snowy-38.vercel.app/race-track-fhir-pipeline.html,3,0.024190,0.143353,0.144876,200,20604
2026-02-22T15:11:09Z,https://web-gamma-snowy-38.vercel.app/race-track-fhir-pipeline.html,4,0.022654,0.132165,0.132317,200,20604
2026-02-22T15:11:09Z,https://web-gamma-snowy-38.vercel.app/race-track-fhir-pipeline.html,5,0.022773,0.130798,0.141384,200,20604
2026-02-22T15:11:09Z,https://web-gamma-snowy-38.vercel.app/race-track-fhir-pipeline-b.html,1,0.035368,0.377817,0.714569,200,20508
2026-02-22T15:11:09Z,https://web-gamma-snowy-38.vercel.app/race-track-fhir-pipeline-b.html,2,0.022580,0.128233,0.128351,200,20508
2026-02-22T15:11:09Z,https://web-gamma-snowy-38.vercel.app/race-track-fhir-pipeline-b.html,3,0.021320,0.134909,0.135621,200,20508
2026-02-22T15:11:09Z,https://web-gamma-snowy-38.vercel.app/race-track-fhir-pipeline-b.html,4,0.024354,0.144965,0.147382,200,20508
2026-02-22T15:11:09Z,https://web-gamma-snowy-38.vercel.app/race-track-fhir-pipeline-b.html,5,0.023533,0.154945,0.156940,200,20508
